  -215,  -551, -5544,-15365,-13411,-10354, -8028, -5141
  -433, -2424, -9776,-16513,-10146, -7744, -6065, -2697
 -1874, -6812,-12008,-12031, -3591,-10454,-13659,-12872
 -4662,-11264,-14459, -7439, -1556,-10606,-13114,-15155
 -9112,-14448,-11179, -1925, -3834,-11135,-15075,-16985
-11200,-11859, -5448,  -119, -6464,-12047,-18950,-21775
-10673, -8353, -1069, -1178, -5696, -7571,-15253,-19801
  2964,  8565,  7949,  2852,   562, -2342, -9135,-12435
