   -49,  -217,  2593, 10428, 13314, 17184, 22179, 27338
   -62,   657,  6868, 10498,  5440,  5262,  8986, 12987
   402,  4783, 13260,  7901, -9151,-19904,-25062,-24700
  4360, 10877, 15934,  6268, -9365,-21939,-29638,-32238
 10763, 15201, 13251,  1880,-14964,-27167,-31450,-30609
 21475, 18721, 10891, -5814,-22040,-29713,-28943,-25802
 27096, 18789,  1615,-15963,-24316,-26371,-21529,-17349
 17421,  5842,-10446,-22708,-28711,-28891,-27337,-25956
