    37, -1554, -7948,-12952,-16998,-18267,-12046,-14675
  -403, -1752, -7964,-16160,-20192,-19976,-13951,-18704
 -1450, -2356, -6556, -9407,-11167, -8942, -2500, -9000
 -2200, -5106, -8512, -9807,-10021, -6877,   545, -7372
 -3944, -6914, -9465, -9053, -8941, -5515,  -142, -7939
 -8323,-11218,-12980,-13911,-14523,-12591,-10238,-16870
-29028,-30277,-32231,-34719,-34683,-34613,-32196,-36590
-54808,-54118,-54042,-54474,-55913,-58850,-55858,-58567
