   0,   0,   0,   0,   0,   1,   7,   0,   0,   0,   0,   0
   0,   0,   0,   0,   0,   2,   7,   0,   0,   0,   0,   0
   0,   0,   0,   0,   0,  11,  51,   3,   2,   0,   0,   0
   0,   0,   0,   0,   0,  16,  32,   0,   3,   0,   0,   0
   0,   0,   0,   0,  10,  10,   0,   2,   1,   0,   0,   0
   0,   0,   0,   9,   9,   0,   0,   1,   2,   0,   5,   0
   0,   3,   8,  11,   0,   0,   0,   0,   0,   0,   0,   0
   0,   0,   0,   0,   0,   0,   0,   0,   2,   2,   0,   0
   0,   0,   0,   0,   0,   0,   0,   0,   0,   3,   0,   0
  86,  51,  39,  15,  14,  32,  64, 115, 134, 128,  26,  19
 146, 155, 156, 147, 146, 152, 153, 149, 167, 159, 139, 134
  78, 106, 124, 131, 129, 117,  93,  37,  45, 129, 142, 139

