6.70,21.56,6.52,-187.88,-291.97,153.08,411.00,347.15
14.45,36.60,-9.56,-373.56,-552.90,-73.10,213.20,58.32
30.09,48.03,-4.82,-411.92,-562.30,-156.98,25.01,-137.71
67.45,23.69,-147.41,-413.11,-313.45,-90.80,-12.20,-132.98
96.39,-32.88,-237.72,-302.37,-158.42,-74.12,-4.29,-110.49
93.33,-100.86,-184.83,-193.28,-76.43,-48.60,-72.05,-179.21
-80.50,-197.98,-276.45,-207.40,-69.33,-38.50,-152.42,-320.16
-234.82,-326.91,-275.26,-204.06,-147.95,-140.20,-372.81,-526.51
