0.00,0.00,0.00,0.00,0.00,1.88,29.19,23.74,10.10,11.82,8.23,7.10
0.00,0.00,0.00,0.00,0.00,3.45,64.07,84.41,27.47,31.28,46.90,49.42
0.00,0.00,0.00,0.00,0.35,2.18,94.33,168.17,7.89,32.50,47.47,37.87
0.00,0.00,0.00,0.00,0.73,4.86,128.64,170.55,12.96,14.21,6.97,25.82
0.00,0.00,0.21,0.86,0.00,53.31,183.84,154.20,9.36,14.83,0.00,49.75
0.00,0.42,0.35,0.00,24.44,116.80,169.91,18.53,11.54,7.68,0.00,32.51
1.68,0.48,5.19,17.88,83.35,167.13,89.23,0.00,11.37,0.00,0.00,47.55
15.85,13.05,38.84,84.21,122.31,118.78,5.79,0.00,2.69,0.00,0.00,27.32
74.84,48.44,61.41,100.42,81.39,2.15,0.51,3.50,4.08,0.00,0.00,23.18
119.03,36.82,15.78,0.00,6.69,0.51,0.00,0.00,13.03,7.10,5.01,18.16
29.09,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,83.26,0.00,0.00
33.76,6.50,15.18,2.26,0.00,0.00,0.00,1.19,7.66,87.79,11.75,0.00
