0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.21,0.00,0.00,11.69,6.23,3.74,0.00,1.93,1.09,0.00,0.00,0.00,0.00,0.00
0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.88,0.00,0.00,29.19,17.65,23.74,10.10,3.35,11.82,6.71,6.07,8.23,7.10,0.00
0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,2.76,0.00,0.00,46.37,40.12,45.05,21.44,13.24,11.61,27.34,22.27,33.79,29.80,0.00
0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,3.45,0.00,0.00,64.07,79.16,84.41,27.47,0.85,7.35,31.28,27.40,46.90,49.42,0.00
0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,2.18,0.00,7.38,79.75,135.69,110.91,7.89,0.00,0.00,32.50,19.75,47.47,37.87,0.00
0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.35,0.96,0.00,39.65,94.33,168.17,94.02,0.00,2.44,0.00,0.00,0.00,12.59,6.51,0.00
0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.54,0.00,0.00,54.41,109.30,166.21,67.01,0.00,12.96,14.21,0.00,0.00,6.97,3.16,0.00
0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.73,0.00,4.86,61.10,128.64,170.55,33.51,0.00,8.33,12.13,0.00,0.00,0.00,25.82,0.00
0.00,0.00,0.00,0.00,0.00,0.21,0.00,0.86,0.00,0.00,0.00,25.59,73.47,155.75,154.20,0.00,1.88,9.36,14.83,0.00,0.00,0.00,37.54,0.00
0.00,0.00,0.00,0.00,0.00,0.07,0.00,0.42,0.00,0.00,6.34,53.31,97.28,183.84,92.40,0.00,2.31,7.15,12.62,0.00,0.00,0.00,49.75,0.00
0.00,0.00,0.00,0.00,0.00,0.35,0.00,0.00,0.00,4.29,39.52,70.78,155.66,145.48,18.53,0.00,2.85,10.15,7.68,0.00,0.00,0.00,32.51,0.00
0.00,0.00,0.00,0.42,0.00,0.13,0.00,0.00,0.00,24.44,65.83,116.80,169.91,64.36,0.00,0.00,6.64,11.54,1.09,0.00,0.00,0.00,3.80,0.00
0.78,0.00,0.00,0.48,0.00,0.00,6.13,0.00,9.00,60.43,98.79,167.13,89.23,0.00,0.00,0.00,11.37,9.93,0.00,0.00,0.00,0.00,0.00,34.61
1.68,0.14,0.00,0.00,5.19,0.00,3.27,17.88,49.45,83.35,151.11,119.01,10.34,0.00,0.00,0.00,11.00,5.15,0.00,0.00,0.00,0.00,0.00,47.55
7.63,5.28,6.75,1.04,2.65,2.96,31.02,51.88,83.35,122.09,118.78,41.96,0.00,5.79,0.00,0.00,2.69,0.00,0.00,0.00,0.00,0.00,0.00,27.32
12.15,15.85,13.05,12.83,25.86,38.84,55.50,84.21,122.31,91.65,40.08,1.09,0.00,0.98,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,18.03
34.30,40.92,36.55,35.41,38.82,55.05,80.36,100.42,81.39,18.52,0.00,0.00,0.00,0.00,0.00,3.50,0.00,0.00,0.00,0.00,0.00,0.00,0.00,17.97
74.84,52.69,48.44,45.50,47.94,61.41,63.50,38.27,7.72,0.37,2.15,0.00,0.51,0.00,0.00,0.00,0.00,4.08,0.00,0.00,0.00,0.00,0.00,23.18
119.03,38.45,36.82,26.50,15.78,4.72,0.00,0.00,0.01,6.69,0.00,0.51,0.00,0.00,0.00,0.00,0.00,13.03,0.00,0.00,0.00,5.01,0.00,18.16
74.32,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,7.10,0.00,0.00,0.00,0.00,4.43
29.09,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,27.04,0.00,0.00,0.00,0.00
22.32,8.53,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,65.00,83.26,0.00,0.00,0.00,0.00
33.76,31.05,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,7.66,76.59,87.79,0.00,0.00,0.00,0.00
0.00,0.03,2.06,6.50,14.40,15.18,2.26,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.19,0.57,0.00,1.91,18.18,38.87,11.75,0.00,0.00,0.00
